index,ID,FILE,AUTHOR,TECHNIQUE,FORM,TYPE,SCHOOL,TIMELINE
19115,19116,19116.jpg,"HOLBEIN, Hans the Younger",Limewood,painting,mythological,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
33880,33881,33881.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
12319,12320,12320.jpg,"DÜRER, Albrecht",Woodcut,graphics,mythological,German,1501-1550
12203,12204,12204.jpg,"DÜRER, Albrecht",Woodcut,graphics,other,German,1501-1550
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40597,40598,40598.jpg,-,Tapestry,tapestry,other,German,1401-1450
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
19092,19093,19093.jpg,"HOLBEIN, Hans the Elder",Silver,graphics,portrait,German,1451-1500
33875,33876,33876.jpg,"ROMANESQUE PAINTER, German",Fresco,painting,religious,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35531,35532,35532.jpg,"SCHONGAUER, Martin",Copper,graphics,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
32295,32296,32296.jpg,-,Pencil,graphics,portrait,German,1801-1850
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
28852,28853,28853.jpg,-,Etching,graphics,historical,German,1801-1850
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9942,9943,9943.jpg,"CRANACH, Lucas the Younger",Wood,painting,religious,German,1501-1550
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9878,9879,9879.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,other,German,1501-1550
33880,33881,33881.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
12110,12111,12111.jpg,"DÜRER, Albrecht",Pen and ink on paper,graphics,study,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
39936,39937,39937.jpg,"UNKNOWN MASTER, German",Engraving,graphics,other,German,1501-1550
40595,40596,40596.jpg,-,Tapestry,tapestry,religious,German,1151-1200
345,346,346.jpg,"ALTDORFER, Albrecht",Limewood,painting,religious,German,1501-1550
19092,19093,19093.jpg,"HOLBEIN, Hans the Elder",Silver,graphics,portrait,German,1451-1500
38277,38278,38278.jpg,-,Oil on canvas,painting,historical,German,1751-1800
29919,29920,29920.jpg,-,Watercolour,graphics,genre,German,1751-1800
19180,19181,19181.jpg,"HOLBEIN, Hans the Younger",Oak,painting,portrait,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
19092,19093,19093.jpg,"HOLBEIN, Hans the Elder",Silver,graphics,portrait,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35372,35373,35373.jpg,-,Limewood,painting,mythological,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
9746,9747,9747.jpg,"CRANACH, Lucas the Elder",Limewood,painting,mythological,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40595,40596,40596.jpg,-,Tapestry,tapestry,religious,German,1151-1200
9648,9649,9649.jpg,"CRANACH, Lucas the Elder",Oil and tempera on wood,painting,religious,German,1501-1550
33883,33884,33884.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
42987,42988,42988.jpg,-,Oak,painting,religious,German,1501-1550
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
9874,9875,9875.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,genre,German,1501-1550
12445,12446,12446.jpg,"DÜRER, Albrecht",Watercolour on paper,graphics,other,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9758,9759,9759.jpg,"CRANACH, Lucas the Elder",Oil and tempera on wood,painting,mythological,German,1501-1550
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
24130,24131,24131.jpg,-,Oak,painting,religious,German,1501-1550
9690,9691,9691.jpg,"CRANACH, Lucas the Elder",Oil and tempera on limewood,painting,religious,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9795,9796,9796.jpg,"CRANACH, Lucas the Elder",Oil and tempera on wood,painting,mythological,German,1501-1550
6480,6481,6481.jpg,"BURGKMAIR, Hans",Limewood,painting,portrait,German,1501-1550
35518,35519,35519.jpg,"SCHONGAUER, Martin",Copper,graphics,religious,German,1451-1500
35521,35522,35522.jpg,"SCHONGAUER, Martin",Copper,graphics,religious,German,1451-1500
12052,12053,12053.jpg,"DÜRER, Albrecht",Tempera and oil on wood,painting,religious,German,1501-1550
19131,19132,19132.jpg,"HOLBEIN, Hans the Younger",Oak,painting,portrait,German,1501-1550
28235,28236,28236.jpg,"MULTSCHER, Hans",Panel,painting,religious,German,1401-1450
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
33880,33881,33881.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
33883,33884,33884.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
28854,28855,28855.jpg,-,Watercolour,graphics,landscape,German,1801-1850
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35506,35507,35507.jpg,"SCHONGAUER, Martin",Copper,graphics,religious,German,1451-1500
12623,12624,12624.jpg,"ELSHEIMER, Adam",Oil on copper,painting,religious,German,1551-1600
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35366,35367,35367.jpg,-,Marble,painting,other,German,1801-1850
33880,33881,33881.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
9643,9644,9644.jpg,"CRANACH, Lucas the Elder",Wood,painting,religious,German,1501-1550
9844,9845,9845.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,portrait,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
12032,12033,12033.jpg,"DÜRER, Albrecht",Oil on poplar panel,painting,religious,German,1501-1550
32295,32296,32296.jpg,-,Pencil,graphics,portrait,German,1801-1850
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
40597,40598,40598.jpg,-,Tapestry,tapestry,other,German,1401-1450
40595,40596,40596.jpg,-,Tapestry,tapestry,religious,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
35410,35411,35411.jpg,"SCHÄUFELEIN, Hans Leonhard",Wood,painting,religious,German,1501-1550
19092,19093,19093.jpg,"HOLBEIN, Hans the Elder",Silver,graphics,portrait,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
33880,33881,33881.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
12434,12435,12435.jpg,"DÜRER, Albrecht",Watercolour,graphics,landscape,German,1501-1550
33880,33881,33881.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
33884,33885,33885.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35532,35533,35533.jpg,"SCHONGAUER, Martin",Copper,graphics,religious,German,1451-1500
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35531,35532,35532.jpg,"SCHONGAUER, Martin",Copper,graphics,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9739,9740,9740.jpg,"CRANACH, Lucas the Elder",Limewood,painting,religious,German,1501-1550
13334,13335,13335.jpg,"FLEGEL, Georg",Oil on copper,painting,still-life,German,1601-1650
2815,2816,2816.jpg,"BALDUNG GRIEN, Hans",Pen and ink on paper,graphics,religious,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
24454,24455,24455.jpg,-,Engraving,graphics,other,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35520,35521,35521.jpg,"SCHONGAUER, Martin",Copper,graphics,religious,German,1451-1500
12307,12308,12308.jpg,"DÜRER, Albrecht",Woodcut,graphics,religious,German,1501-1550
24222,24223,24223.jpg,-,Oak,painting,religious,German,1451-1500
9841,9842,9842.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,portrait,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
23747,23748,23748.jpg,-,Panel,painting,religious,German,1401-1450
9806,9807,9807.jpg,"CRANACH, Lucas the Elder",Oil and tempera on wood,painting,portrait,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
35373,35374,35374.jpg,-,Limewood,painting,mythological,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
33884,33885,33885.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9779,9780,9780.jpg,"CRANACH, Lucas the Elder",Oil and tempera on limewood,painting,mythological,German,1501-1550
9795,9796,9796.jpg,"CRANACH, Lucas the Elder",Oil and tempera on wood,painting,mythological,German,1501-1550
33883,33884,33884.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
33881,33882,33882.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9675,9676,9676.jpg,"CRANACH, Lucas the Elder",Oil and tempera on limewood,painting,religious,German,1501-1550
9744,9745,9745.jpg,"CRANACH, Lucas the Elder",Oil and tempera on limewood,painting,mythological,German,1501-1550
33881,33882,33882.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
33281,33282,33282.jpg,-,Watercolour,graphics,landscape,German,1801-1850
9871,9872,9872.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,genre,German,1501-1550
12355,12356,12356.jpg,"DÜRER, Albrecht",Engraving,graphics,other,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
28816,28817,28817.jpg,-,Lithograph,graphics,landscape,German,1801-1850
26196,26197,26197.jpg,"MIGNON, Abraham",Oil on oak panel,painting,still-life,German,1651-1700
9938,9939,9939.jpg,"CRANACH, Lucas the Younger",Oil and tempera on wood,painting,other,German,1501-1550
24221,24222,24222.jpg,-,Oak,painting,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9745,9746,9746.jpg,"CRANACH, Lucas the Elder",Oil and tempera on limewood,painting,mythological,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
36910,36911,36911.jpg,"STOSS, Veit",Copper,graphics,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
18879,18880,18880.jpg,-,Stained glass window,painting,religious,German,1451-1500
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
346,347,347.jpg,"ALTDORFER, Albrecht",Limewood,painting,religious,German,1501-1550
39823,39824,39824.jpg,"UNKNOWN MASTER, German",Oak,painting,religious,German,1301-1350
9764,9765,9765.jpg,"CRANACH, Lucas the Elder",Oil on canvas transferred from wood,painting,mythological,German,1501-1550
19106,19107,19107.jpg,"HOLBEIN, Hans the Younger",Limewood,painting,religious,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9769,9770,9770.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,mythological,German,1501-1550
9833,9834,9834.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,portrait,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40595,40596,40596.jpg,-,Tapestry,tapestry,religious,German,1151-1200
33884,33885,33885.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
33884,33885,33885.jpg,"ROMANESQUE PAINTER, German",Painted wood,painting,religious,German,1201-1250
9807,9808,9808.jpg,"CRANACH, Lucas the Elder",Oil and tempera on wood,painting,portrait,German,1501-1550
9775,9776,9776.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,mythological,German,1501-1550
10955,10956,10956.jpg,-,Oil on canvas,painting,landscape,German,1801-1850
9822,9823,9823.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,portrait,German,1501-1550
35370,35371,35371.jpg,-,Limewood,painting,mythological,German,1501-1550
9753,9754,9754.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,mythological,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
34204,34205,34205.jpg,-,Stone,painting,landscape,German,1801-1850
34200,34201,34201.jpg,-,Stone,painting,landscape,German,1801-1850
40595,40596,40596.jpg,-,Tapestry,tapestry,religious,German,1151-1200
28815,28816,28816.jpg,-,Lithograph,graphics,landscape,German,1801-1850
9873,9874,9874.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,genre,German,1501-1550
9685,9686,9686.jpg,"CRANACH, Lucas the Elder",Oil and tempera on limewood,painting,religious,German,1501-1550
40595,40596,40596.jpg,-,Tapestry,tapestry,religious,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
25335,25336,25336.jpg,"MENZEL, Adolph von",Oil on cardboard,painting,genre,German,1851-1900
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
19198,19199,19199.jpg,"HOLBEIN, Hans the Younger",Oil on oak,painting,portrait,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
9674,9675,9675.jpg,"CRANACH, Lucas the Elder",Limewood,painting,religious,German,1501-1550
9873,9874,9874.jpg,"CRANACH, Lucas the Elder",Oil and tempera on red beechwood,painting,genre,German,1501-1550
9796,9797,9797.jpg,"CRANACH, Lucas the Elder",Oil and tempera on wood,painting,mythological,German,1501-1550
33875,33876,33876.jpg,"ROMANESQUE PAINTER, German",Fresco,painting,religious,German,1151-1200
35371,35372,35372.jpg,-,Limewood,painting,mythological,German,1501-1550
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
40596,40597,40597.jpg,-,Tapestry,tapestry,historical,German,1151-1200
2780,2781,2781.jpg,"BALDUNG GRIEN, Hans",-,painting,religious,German,1501-1550
9647,9648,9648.jpg,"CRANACH, Lucas the Elder",Oil and tempera on limewood,painting,religious,German,1501-1550
